发布时间,转发数,评论数,收藏数,点赞数,动态内容
2018-04-12 05:43:38,0,1,2,3,其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-04-11 15:25:29,0,2,2,13,今天涨的最好的不是50更不是神创，而是以中证1000为代表的小票，不过你方唱罢我登场，短期是很难预料的，还是要坚守好股，实盘六君子中的济川药业、海天味业今天都在盘中创出了历史新高：
2018-04-11 07:57:23,0,0,3,14,大票再次走强，有望风格再次转变。医药走强，而且绝对估值相对估值也尚可，有望成为今年的强指数其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-04-10 15:35:45,1,18,2,13,399481少有的5连阳，破了M20，离开M60也只有一线之遥了。可以逐步加仓长久期的债券了。 
2018-04-10 15:22:29,2,6,0,5,今天继续延续最近几天的风格，大票的表现远超小票，虽然上证指数今天大涨了1.66%，但还是有一半不到点的股票是下跌的。看趋势有小转大的迹象：
2018-04-10 10:19:38,0,0,0,10,一过了回售期，今天13海航债（124286）连1分钱的成交都没有，买一只有97.9元，如果成交正好就像我说的跌了2%。不知道有没有人忘记卖出。
2018-04-10 06:57:24,0,2,3,5,其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-04-10 06:50:40,6,19,0,28,美国看到中国发展那么快，如果换了我我也会不爽的。就好比我们家过去每天早饭是大饼油条，隔壁老王家是吃昨天剩下的泡饭；突然有一天老王不吃泡饭也不吃大饼油条，吃牛奶面包了。你说你看了会爽吗？总要找点老王的茬：隔壁老王小时候和我同桌的时候偷用过我的铅笔盒里的橡皮，连招呼都不打。
2018-04-09 15:56:14,1,2,0,4,今天还算比较平稳，50略涨的多一点。板块上海南板块因为博鳌会议大涨2.49%，家电以下跌2.08%领跌：
2018-04-09 07:35:03,0,8,0,23,$13海航债(SH124286)$&nbsp; 今天是286回售登记日的最后一天了，小散持有者务必卖出。
2018-04-05 06:57:15,0,4,0,5,其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-04-04 17:17:01,0,5,3,12,188今天收盘99.047元，终于站上99元了，目标价99.7元。还能吃4个月的利息。同是海航债下周日到期的124286，下周五是最后一个交易日，务必在下周五前卖出，否则白白扣除6.6%*20%=1.32%的所得税，每次提醒大家每次总有人事后来问我怎么办？事后我还能怎么办？现在提醒大家下周千万别忘记卖出286！否则也太不把自己的钱当钱用了。
2018-04-04 17:08:42,1,16,0,5,今天50上涨，神创暴跌，是不是风格又要反转，目前还不好说：
2018-04-04 07:04:22,5,9,7,23,经过最近的下跌，50的PE在5年的百分位已经从接近100%下跌到74.78%，而PB的5年百分位更是下跌到54.84%了。再加上6月份的MSCI利好，50的反弹在积蓄力量之中。其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-04-03 15:24:02,1,6,1,15,4月15日到期的13海航债（124286）净价已经到99.92元了，8月15日到期的13渤租债（112188）这几天天天涨，目标价向着286靠拢。
2018-04-03 15:14:29,0,10,1,10,受美股影响，只有猪肉等少数板块大涨，其他几乎都是下跌。但我觉得这还是暂时的：
2018-04-03 05:50:48,0,3,2,8,其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-04-02 21:50:16,0,5,0,13,本来想市场的会因为中国的报复而低开，实际偏偏高开了，最后又没守住：
2018-03-31 12:29:43,8,26,9,31,最近的可转债打新除了江银转债和无锡转债分别亏损31.11和48.34外，还是盈利的比较多，其中中签率比较高的大族激光盈利319.94，玲珑轮胎盈利105.27。正是因为有新债是可能亏损的，感性的人才放弃了申购；正是因为聪明人选择性的申购可转债，所以才造成无脑申购的反而吃了大肉：
2018-03-30 15:34:40,1,4,2,12,50昨天表现了一天，今天又萎靡了。相反神创昨天歇了一天，今天又神气起来了。说到底还是场内资金不够，跷跷板变成常态： 
2018-03-30 06:54:57,0,2,0,10,其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-03-29 15:19:51,1,4,1,12,今天难得50表现一次，创业板就走弱了，场内资金就是这些，在没什么增量资金的情况下，资金只能这样捉襟见肘了：
2018-03-29 07:07:05,0,1,3,6,其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-03-28 21:24:14,0,1,0,21,乐视网见红，茅台因靓丽的年报领跌酿酒板块，相信这只是暂时的，狗有时会逆着牵狗人而行，但只要牵狗绳不断，总会跟上来的： 
2018-03-28 11:58:42,1,6,1,11,酿酒大跌，茅五洋跌幅都在5%以上，但亏的酒丢失的皇台酒业还是红盘
2018-03-28 11:38:28,2,20,1,17,今天酿酒板块领跌，酿酒中茅五洋跌幅居前三，茅台刚公布超预期的业绩，归母净利润比我估算的多了20亿。赚钱的越多跌的越多，而巨亏加上一堆利空的乐视网今天反而是红的。
2018-03-28 09:29:19,1,6,0,11,集合成交开盘182家红盘，2924家绿盘 
2018-03-28 07:25:57,1,9,0,12,2月9日大盘下跌，留下了一个从3227.71到3180.11的一个缺口，结果2月22日大盘高开，这个缺口从3227.71到3219.22这个8个点的缺口还是没补上，直到3月23日再次跳空低开，再次完美的躲开了这个缺口。按照缺口必补的理论，很有可能补上缺口后再次下跌，本来这两天有这个可能，结果昨天美股再次暴跌，估计最近的可能性不大了。缺口理论这种东西，是信则有不信则无的东西，大家都相信去补，就会影响大家的操作，结果十有八九就真的补上了；如果没人相信，可能也就补不上了。
2018-03-28 05:52:00,1,15,0,16,美股又是大跌，今天再次考验我大A股其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-03-27 15:30:53,9,60,10,41,今天是妖股横行的一天，下跌股票仅有151只，不到5%，但都是中国平安、青岛海尔、建设银行、中国银行、招商银行、恒瑞医药、福耀玻璃、美的集团、格力电器、上汽集团、五粮液、华域汽车等标准的白马蓝筹股。三个著名的妖股保千里涨1.97%，獐子岛涨2.32%，乐视网如果不停牌大概率的也是上涨。 这就是中国股市的现实，抱怨股民不理智是没用的。 
2018-03-27 11:51:08,0,20,2,22,神创再次大涨，站上了年线，有人说下午要跌了。反正短期涨跌都有可能，我持有的三个神创利亚德、聚光科技、宋城演艺上午都涨了3%以上，宁可“上上下下的享受”也不想做短线了。
2018-03-27 09:24:36,0,18,1,49,昨天减仓的又一次准确的减在了低点。
2018-03-27 08:07:46,0,0,1,4,其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-03-26 16:02:56,1,7,0,11,$恒瑞医药(SH600276)$&nbsp;今天盘中创出历史新高！
2018-03-26 15:19:33,0,12,2,14,今天两级分化严重，创业板指数涨3.16%，而50则跌了1.88%。相差5%都不止。上周五创业板大跌时专家们信誓旦旦的说创业板的反弹告一段落，接来下的反弹要看蓝筹了，今天的走势就狠狠的抽了一个大嘴巴。短期的任何预测都是不靠谱的。 
2018-03-26 06:16:23,0,2,4,15,今天又是一个腥风血雨之日，不过长期看不改我大A股向上的趋势。其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-03-23 22:24:59,2,7,0,15,昨天小票还在和大盘怼，价值还在和趋势怼，今天在狂风暴雨下没有一个能幸免，显得空前的团结：
2018-03-23 05:04:40,2,2,3,10,美股暴跌，我大A股又要开启跟跌不跟涨的精神了。其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-03-22 18:02:52,1,26,2,69,今天刚开通公众号，名称也是“持有封基”，主要内容是量化投资方面的原创文章，不太会用，请大家多多支持！
2018-03-22 17:17:41,0,3,0,16,今天几乎所有指数都是下跌的，但上涨股票数量和下跌股票数量正好是1:1，算术平均涨幅竟然还是正的0.23%，这说明从50到神创的相对大票都是跌的，而小票涨的多：
2018-03-22 06:17:25,0,0,2,4,其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-03-21 15:16:41,0,5,0,6,平安的利好只在开盘，如果集合竞价买入，那么平安今天被套3.75%，整个大盘也被平安一起带下来了： 
2018-03-21 07:18:15,0,0,0,2,其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-03-20 15:18:46,4,23,0,6,果然低开高走，结果还是神创涨的最多。今年各大指数无疑涨幅超过2%的，唯独神创涨了6.39%：
2018-03-20 07:03:45,0,2,0,9,其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-03-19 15:18:51,0,11,0,10,今天50和创业板两头涨的多，中间反而涨的少。板块上保险、医疗领涨，煤炭、钢铁领跌：
2018-03-17 07:59:34,1,6,6,9,"一年来盈利的因子是：动态市盈率（23,47%）、市盈率（14.87%）、市净率（10.60%）、250日收益波动率（8.64%）、股息率（4.48%）等因子，全部是价值因子。其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP"
2018-03-16 15:18:49,0,6,3,11,上证指数再次跌破年线，创业板大跌1.48%离开年线仅仅一步之遥：
2018-03-16 04:51:33,0,2,1,10,其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-03-15 17:15:40,0,2,0,10,又是酿酒、家电领涨，次新领跌，小票纷纷走低：
2018-03-15 06:12:28,0,0,1,6,其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-03-14 22:56:56,2,10,2,39,证监会给操纵股市的厦门北八道一张55亿的罚单，再加上妖股乐视网停牌，其他两个妖股獐子岛、保千里兔死狐悲大跌。孙宏斌退出乐视，估计停牌后又是几个跌停再次跌回原形。这次乐视被套的不能说上当了吧，都是心甘情愿的进去的。当时张家港行的非理性暴涨，只要稍微有点常识的都不会进去，银行的可比性很强，凭什么张家港行要享受那么高的估值？不是贪婪之心导致的又是什么？如果这帮人胆敢这样狂抄，在国外根本不用证监会来处罚，自然有做空的资金蜂拥而至，亏也要亏个几十万让你长长记性。
2018-03-14 06:20:33,0,2,4,7,其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-03-13 15:25:05,0,10,1,18,怀疑今年植树节晚了一天，各大指数均下跌。但奇怪的是曾经一起连续跌停的三妖股乐视网、獐子岛、保千里今天突然全部涨停，妖魔鬼怪一起出笼了：
2018-03-13 13:55:16,1,15,0,17,乐视网、獐子岛、保千里患难三兄弟，当时一起跌停，今天乐视、獐子岛涨停，保千里也快涨停了。
2018-03-13 09:40:32,1,3,0,7,$农业银行(SH601288)$&nbsp;农行以大涨回答了看空者的疑问，港股昨天就大涨，今天继续大涨。还是港股先知先觉，A股后知后觉。
2018-03-13 06:50:45,0,3,2,7,小市值等因子走强，而市盈率等价投因子走弱。这也正常。其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-03-12 17:03:03,4,21,1,13,上周神创站上年线后引发了小盘股一拥而上，不管是不是有业绩，就像去年大盘股一拥而上一样，真正的价值投资还远着呢：
2018-03-12 07:06:31,0,2,0,6,其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-03-09 18:58:06,14,47,1,42,"刚发现，今天上证指数涨的太牛逼了，3307.17,和今年的起点2017年12月29日最后一个交易日的收盘点位分毫不差：3307.17.也就是说，今年上证指数折腾了2个多月，又回到起点了。"
2018-03-09 15:20:50,0,7,2,10,虽然上证指数和创业板指数今天都在年线上，但上证指数是1年多大部分时间都在年线上，最近一个多月下跌到年线下最近站上的年线；而创业板指数是2年多一直在年线下今天好不容易站上年线。上证指数就好比一个好学生一直成绩不错，最近一个月表现不好，这次又发挥正常了；而创业板就好比一个差生一直考试在60分下，这次突然及格了。给老师和家长带来的是惊喜。结果老师肯定表扬的是后者而不是前者，创业板站上年线后资金的蜂拥而至就是这种情况的表现。
2018-03-09 10:59:12,1,11,0,8,$创业板指(SZ399006)$&nbsp;创业板指数过年线了，2年多来多次站上年线又跌下来了，看看这次是否能站住？
2018-03-09 07:31:54,8,54,1,37,富士康是互联网企业？一个劳动密集型的企业怎么和互联网沾边。如果这样说，我造个纸板箱企业，这个纸板箱用在互联网产品，就是互联网概念股，用在人工智能产品，就是人工智能概念股，用在区块链产品，就是区块链概念股？
2018-03-09 05:43:53,4,9,8,11,"很多网友问起百分位，这只是一个参考值，所谓百分位只是目前的参数在最近几年（5年）中的地位，比如说某个指标的PE百分位是90%，现在是19，历史上最高20，最低10,90%肯定算高，但不一定下跌，同样10%的百分位肯定算低，也不一定上涨，否则历史上的最高值最低值是怎么来的呢？其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP"
2018-03-08 15:21:41,1,2,0,6,涨一天跌一天，跌一天又涨一天，短期真没什么规律可循，今天周四还是历史上统计数据里的所谓法定下跌日，偏偏上证指数涨的又站上年线了：
2018-03-08 07:35:02,1,3,0,6,其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-03-07 20:00:55,1,8,0,13,银行受利好刺激高开，可惜的是低走，带着大盘继续晃悠在年线下。而创业板也是碰到年线就萎靡，今天再次下探。昨天大盘低开高走，今天大盘高开低走。你永远无法知道大盘下一步如何走：
2018-03-07 05:27:08,0,7,6,19,每天都有风头上的因子，但长期看还是市盈率、市净率、股息率等价投因子。其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-03-06 15:21:40,1,9,2,12,今天创业板眼看要突破年线了，掉头开始下跌了；相反上证指数则又一次站上年线了： 
2018-03-06 08:05:06,1,7,1,3,其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-03-05 19:48:57,0,9,1,9,自从2016年初开始创业板指数一直在年线下方运行，去年年底有过一次接近突破未成功，现在又快要到年线了，是一举突破年线还是碰到年线就萎靡了，只有天知道：
2018-03-05 07:33:12,0,0,1,10,最近一段时间最强因子为60天跌幅因子，也就是反弹因子。大弱小强也说明了这一点。其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-03-02 17:42:58,0,7,1,11,今天创业板以下跌0.96%在各大指数中居首，其次是50下跌0.95%：
2018-03-02 08:04:44,1,1,2,11,其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-03-01 15:38:07,0,12,0,7,今天大盘低开高走，继续延续着大弱小强的风格，看样子现在是美股跟着A股了：
2018-03-01 06:07:20,2,10,2,23,虽然昨天尾盘美股再次杀跌，今天我大A股大概率会发扬跟跌不跟涨的精神。看最近一年来的各大因子，也只有市盈率、市净率、股息率等价值因子是正收益。其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-02-28 15:30:41,2,5,2,10,2月份结束，只有创业板在2月份涨1.07%，各大指数年度表现依此是上证50涨0.64%、创业板指数微涨0.06%、沪深300微跌0.18%、上证指数跌1.44%，中证全指跌3.26%，中证500跌3.63%，中证1000跌6.46%，80%多股票下跌，不到20%股票上涨，所有股票算术平均下跌7.53%，中位数下跌8.83%：两句话概括这两个月走势：1月份大强小弱，2月份大弱小强，3月份难道又要大强小弱了：
2018-02-28 12:42:49,1,11,1,5,截至到上午收盘，创业板指数今年上涨0.44%，上证50上涨0.34%，沪深300下跌0.51%，上证指数下跌1.72%，中证500下跌3.77%，中证1000下跌6.56%。创业板指数成为各大指数中涨幅最大的指数了 。上证指数收盘3250.15，而3年多前的14年12月31日收盘是3234.68，离开14年年底的指数只有一线之遥了。
2018-02-28 12:08:07,0,1,0,6,今天上午沪市南北向资金都是流出，深市南北向资金都是流入 ，最近一段时间沪弱深强很明显。
2018-02-27 22:40:14,3,20,0,13,道指开盘就涨，真有可能美股再创新高。
2018-02-27 17:41:32,2,16,1,13,今天除了创业板和中证1000外都是下跌的，而且流动性越好的跌的越多：
2018-02-27 08:36:46,2,30,0,27,新年开工了，楼下的煎饼果子本来5元现在也涨价了5毛钱，涨幅10%，利好我大A股。 
2018-02-27 07:35:45,0,2,3,4,其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-02-26 15:20:48,0,10,0,8,创业板因为注册制延迟两年大涨，相对来说50则比较弱。不过也是此一时彼一时：
2018-02-23 19:23:37,5,17,0,19,今天大盘涨的不错，但创业板是跌的，盘后出了关于注册制延长两年的消息，个人觉得应该是利空这些不靠业绩靠炒作概念的股票，这些股票下周的估值还要再下一城。跌两步反弹一步可能成为这些股票的常态，乐视网连续两天涨停，说明烂股在估值重构中肯定不是一蹴而就的：
2018-02-23 13:46:07,4,12,0,22,安邦水落石出，民生应声大涨，我标题都给记者写好了。
2018-02-23 07:16:25,1,15,0,24,昨天晚上道指涨0.66%，我大A股找不到下跌的外因了。
2018-02-23 07:14:06,2,1,1,14,其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-02-22 17:55:13,1,25,0,18,虽然今天普涨，但在历史上春节长假后的第二个交易日下跌的可能性也不小，11年前的春节节后第二天，上证指数暴跌8.84%，一大批个股跌停，这还是发生在2007年的大牛市 。我当时刚刚进入股市，第一次遇到这样的暴跌被打蒙了。 
2018-02-22 17:09:52,4,5,3,21,即使今天这样近95%的个股上涨，但今年还是有近85%的个股是下跌的：
2018-02-21 16:20:23,4,23,2,31,恒生指数三天里乘大A股休市，偷偷大涨了3.6%，明天我们开盘至少也要高开个1.8% 
2018-02-20 06:58:01,0,11,0,47,早上起来迎接财神
2018-02-17 08:32:08,4,39,4,26,扣除新股，目前的最小市值的前十名平均市值大概在15亿左右，确实已经跌的够多了。但看历史数据，2007年年初十个最小市值的平均值才只有5亿左右，而即使到了2007年10月大牛市的最高峰，最小市值也只有10亿左右，如果按照这个数据推算，最小市值的这些股票再跌50%，跌回10亿左右都是有可能的。
2018-02-15 07:27:43,1,3,2,3,其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-02-14 17:37:51,9,18,7,44,朋友送了我一本《原则》，还没看完，但还是有着强烈的共鸣。很多原则也是我职业生涯近四十年中强烈感受到的。比如说如何从失败中学习，如何对待自己的错误。春节期间争取看完，看完后再来和大家一起分享。
2018-02-14 15:26:37,5,10,4,15,今年最弱的指数是中证1000，下跌11.21%，但所有A股今年算术平均跌幅11.74%，中位数跌幅12.58%，跌幅都超过了最弱的指数，说明跌的多的都是小票，跌幅超过10%的股票数量竟然占了所有股票的近60%：
2018-02-14 08:49:01,14,64,23,26,13渤租债（112188）是任何小散都可以买的AAA债，受海航影响净价跌到96.9元（全价99.925元），票面利息6%，税前年化收益率高达12.18%，即使税后年化收益率也有9.78%，8月15日到期，仅仅只有半年时间。8月份后净价大概率回到99.5元以上。风险是大股东海航的资金流动性风险。
2018-02-14 06:59:43,1,18,0,27,今天是春节前最后一个交易日了，按照历史的数据，红盘的概率很大。
2018-02-14 06:46:41,0,5,1,6,其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-02-13 15:22:54,0,8,3,9,今天指数基本上都是涨的，而且再次呈现大强小弱局面。养元饮品新股上市第二天竟然开盘就低开，半个小时候死死的封在跌停板上，换手率仅仅只有18%，封板上还有4亿资金，虽然这六个核桃价格高盘子大，但第二天就开板也是这几年没有的：
2018-02-13 14:18:36,2,14,0,23,六个核桃$养元饮养元饮品(SH603156)$&nbsp;竟然新股上市第二天就跌停了，这在这几年新股历史上还没遇到过。创业板的黄线也绿了，还是不看好估值高的股票，坚定看好低估值的银行。
2018-02-13 06:46:43,0,4,2,5,其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-02-12 18:53:41,0,10,0,4, #地震快讯#中国地震台网自动测定：02月12日18时31分在河北廊坊市永清县附近（北纬39.38度，东经116.66度）发生4.4级左右地震，最终结果以正式速报为准。
2018-02-12 15:16:45,0,18,0,17,借着美股反弹的利好，95%的股票都反弹了。别今天晚上美股一跌，明天A股再做跟屁虫：
2018-02-10 06:50:57,1,5,2,4,其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-02-09 15:44:29,4,7,6,22,今天这样一跌，跌的所有主流指数今年涨幅都变成负数，跌幅超过10%的股票数量已经占到67.10%，还没有剔除停牌股票：
2018-02-09 14:20:52,1,19,2,71,跌到现在，所有的估值也好，K线指标也好，统统没用了，唯有段子的生命力永存。
2018-02-09 13:59:50,7,30,1,21,我发现$乐视网(SZ300104)$&nbsp;、$獐子岛(SZ002069)$&nbsp;、$ST保千里(SH600074)$&nbsp;真的是患难见真情的三兄弟，昨天要开板一起开，今天保千里封板了，乐视和獐子岛也差不多要板了：不愿同意同月同日生，但愿同年同月同日死。
2018-02-09 13:18:03,1,34,0,62,原本是黑色星期一，没想到是黑色一星期，别在黑色一个月或者黑色一年了。
2018-02-09 06:17:04,2,48,0,41,昨天道指再次大跌4.15%，5个交易日道指已经跌了8.88%了，已经是2年多没这样的大跌了，但即使这样大跌，道指还是远远在年线之上，而我大A股的上证指数昨天开盘都碰到年线了，更别说收盘了。人家涨你也没跟上，人家跌也是隔壁老王的事情，和你有什么相干？$道琼斯指数(DJI30)$&nbsp;
2018-02-09 05:31:41,0,11,0,8,其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-02-08 20:58:16,1,24,4,61,这场下跌，从上证指数在1月29日的高点3587.03算起，到今天最低的3225.17%，下跌了整整10%，个股很多跌的更多。很多人不是在唉声叹气，就是在义愤填膺的抨击对手盘太狡猾，更多的可能是在埋怨自己的运气差。我在劝网友们，其实我们每个人都是幸运者，当年我们生命的诞生，是以一战胜了上亿个竞争对手，想到我们竟然有那么好的运气，浮亏点钱又算什么？心态好才会在股市里赚钱，一旦心态不好，股市里赚再多的钱都是得不偿失的。
2018-02-08 15:25:50,9,30,4,19,今天又是大弱小强，上证指数跌开盘就碰到年线，收盘在年线下，而且今年上证指数的涨幅也变成-1.36%了，经过如此，我还是看好大蓝筹，看好银行，小票就像今天的乐视一样只不过是跌多了的反弹，趋势根本没有改变，十八层地狱下还有数不清的违章建筑等候着：
2018-02-08 14:35:43,0,27,0,25,2:30国家队准时上班，大家坐稳了
2018-02-08 09:27:40,2,38,1,75,今天再起一卦：低开高走，收盘翻红
2018-02-08 07:35:39,3,1,2,8,其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-02-07 15:19:54,1,17,3,27,今天再次被我说中：高开低走，收盘翻绿，不过我也没想到不是浅绿而是深绿，回到了今年的起点。好的方面是把年初的跳空缺口补上了。当时年初跳空高开后一路十一连阳，怎么都想不到还会回到今年的起点补上缺口，给支持“缺口必补”的人又一个实例： 
2018-02-07 06:08:05,2,1,2,6,其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-02-06 20:26:01,7,23,3,35,今天一共有446只股票跌停，从2016年开始，一共有7次跌停股票数量超过400只，第二天最多也就是跌了0.52%，平均涨幅为0.62%。
2018-02-06 15:53:21,6,17,4,14,和昨天一样的开局，不一样的结果，今天大盘是低开低走，竟然只有3.4%的股票是上涨的，中位数跌幅高达5.63%。中证1000、创业板指数均创3年多新低，今年上证指数虽然还涨1.92%，上涨50涨8.99%，但中证1000跌12.46%，3000多只股票涨幅中位数竟然下跌了14.02%：
2018-02-06 13:41:09,22,56,3,192,段子来了：以前看书本上说自然界的动物有灾难预警的本事，我一直将信将疑，现在才明白扇贝为什么又提前跑路了。
2018-02-06 12:23:09,0,6,0,10,今天早上一跌，跌的今年上涨的股票数量只有15%，中位数跌幅高达11.63%，创业板指数更是创下最近3年的新低：
2018-02-06 11:20:02,8,34,1,19,创业板已经创了4年新低了
2018-02-06 10:46:55,0,17,1,38,今天一跌，诗人、段子手又开始有市场了。
2018-02-06 07:04:57,0,2,1,8,其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-02-05 15:25:27,5,21,3,29,今天的大盘不幸被我言中：低开高走，收盘翻红。但虽然指数翻红了，依然是只有1/3的个股上涨，2/3的个股下跌，导致今年才1个多月，个股上涨数量第一次跌破20%，中位数跌幅高达9.07%，中证1000继续创出近3年新低，而与此相反的是上证50今年上涨了11.22%，继续创出新高，真是冰火两重天：
2018-02-04 16:58:20,4,14,7,31,我统计了一下，最近10年确实是2月份和12月月份是最好的2个月了：
2018-02-03 19:39:09,2,37,1,66,周五美股大跌，有人问起我大A股周一的影响，做个准备打脸的预测：低开高走，收盘翻红。
2018-02-03 07:02:13,0,1,1,14,其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-02-02 16:10:09,5,21,4,29,证券公司指数（399975）本周下跌6.24%，我早就说过了，这种没业绩靠意淫牛市的板块，怎么上去还要怎么下来 
2018-02-02 15:59:12,2,28,3,14,今天$海能达(SZ002583)$以几乎跌停开盘，下午几乎涨停，差不多是一个天地板，你总以为这就是今天故事的全部了&nbsp;，万万没想到收盘前又是一路下跌以绿盘收盘，其中的交易者，理论上最多可以赚接近2个板，最少可以亏几乎一个板，这样的行情十多年来孤陋寡闻的我也是第一次看到。
2018-02-02 15:22:29,0,8,1,9,各大指数V字反弹，唯独中证1000继续新低，这是否预示着小票最近的命运？即使各大指数都反弹，但上涨股票数量和下跌股票数量依然是1:2，今天中位数跌幅8.20%继续创新低：
2018-02-02 12:03:57,3,22,3,17,中证1000七连阴，创了近三年的新低，今天虽然创业板反弹，但没业绩的小票就好比在希腊神话中在大海里唱歌的塞壬。如果真的这些小票每天下跌连跌100天，我估计很多人会割肉了。关键是实际上这些小票的走势就像塞壬一样具有迷惑性，跌个3-5天，反弹个1-2天，你总觉得看到一丝希望了，结果还是下跌，再下跌就更不想割肉了：昨天反弹我都没割肉，为什么今天下跌我还割肉，等等吧。结果就是这样下跌个3-5天反弹个1-2天，甚至还有人在下跌时勇敢的补仓，美其名曰摊薄成本，越摊薄越下跌越套住，一直到没钱补仓套的死死的，只能躺倒装死。
2018-02-02 09:09:24,5,14,2,22,经过昨天这样的暴跌，我算了一下，A股PE-TTM的中位数依然高达38.61，这还剔除了所有的亏损股票，大量无业绩小票的估值还是偏高，虽然跌多了会反弹，但这些无业绩支撑的高估值的小票最终还是要下跌来完成它的价值回归之路。
2018-02-02 05:15:50,2,1,4,10,其他详细指数及因子的估值及景气度见果仁网站：网页链接，用我的邀请码：AAHGQ注册后直接送一个月VIP
2018-02-01 15:19:32,6,12,4,21,2952只股票下跌，跌幅超过5%的股票数量高达1346只，200多只非ST股票跌停，我估计和资管计划降杠杆有关，跌停后会有连锁反应，卖不出去只能找流动性好的股票卖出，导致有些明明业绩不错的股票突然闪崩：
2018-02-01 12:00:49,8,21,4,18,上次出现仙股忘记是什么时候了，今天A股大跌后终于也诞生了第一个1元以下的仙股：*ST海润，到中午收盘跌停在0.97元上，而且是近7000万在0.97的跌停板上，还将继续着仙股的记录。
